poiId,name,latitude,longitude,preference,address
391,Mirante Plinio de Lima,-12.9755815,-38.5591582,tourist_attraction,R. Plínio de Lima  1 - Monte Serrat  Salvador - BA  40415-065 - Bonfim  Salvador - BA  40415-530
392,Farol da Barra - Forte de Santo Antonio da Barra,-13.0103389,-38.532898,tourist_attraction,Largo do Farol da Barra  S/N - Barra  Salvador - BA  40140-650
393,Mirante da Praca da Se,-12.9733319,-38.5118686,tourist_attraction,Comercio  Salvador - BA  40301-155
394,Antigo Mercado do Peixe - Rio Vermelho,-13.0143275,-38.4882107,tourist_attraction,Praça Caramuru  2 - Rio Vermelho  Salvador - BA  41940-370
395,Monumento As Meninas do Brasil (Gordinhas),-13.0101438,-38.5092151,tourist_attraction,93  Av. Adhemar de Barros  19 - Ondina  Salvador - BA
396,Morro do Cristo,-13.0107871,-38.5238882,tourist_attraction,Av. Oceânica - Barra  Salvador - BA
397,Pe do Caboclo,-12.9890787,-38.5213969,tourist_attraction,Largo do Campo Grande - Canela  Salvador - BA  40301-110
398,Praia de Itacaranha,-12.8874992,-38.4869829,tourist_attraction,R. Prof. Lustosa  34 - Itacaranha  Salvador - BA  40713-130
399,Forte de Sao Pedro,-12.9871649,-38.520629,tourist_attraction,R. Gamboa de Cima  S/N - Campo Grande  Salvador - BA  40080-060
400,Espaco Cultural da Barroquinha,-12.977465,-38.5145023,tourist_attraction,Rua do Couro  s/ n - Barroquinha  Salvador - BA  40020-160
401,Lagoa do Abaete,-12.9450766,-38.3572362,tourist_attraction,Itapuã  Salvador - BA  41600-090
402,Dique Tororo,-12.9844852,-38.5063431,tourist_attraction,Nazaré  Salvador - BA  40301-110
403,Estatua Dom Pedro Fernandes Sardinha,-12.9735864,-38.5112113,tourist_attraction,Praça da Sé  25-35 - Pelourinho  Salvador - BA  40020-210
404,Igreja e Convento de Sao Francisco,-12.9747001,-38.50903,tourist_attraction,Largo do Cruzeiro de São Francisco  S/N - Pelourinho  Salvador - BA  40020-280
405,Paroquia Nossa Senhora da Conceicao de Itapua,-12.9488386,-38.36448,tourist_attraction,Itapuã  Salvador - BA  41610-690
406,Igreja Nossa Senhora do Rosario dos Pretos,-12.9711416,-38.508063,tourist_attraction,Largo do Pelourinho  s/n - Pelourinho  Salvador - BA  40026-280
407,Igreja Nossa Senhora dos Mares,-12.942694,-38.5009591,tourist_attraction,Uruguai  Salvador - BA  40410-400
408,Basilica Santuario Nossa Senhora da Conceicao da Praia,-12.9752279,-38.5144149,tourist_attraction,Rua da Conceição da Praia  S/N - Comercio  Salvador - BA  40015-250
409,Igreja de Nossa Senhora Da Ajuda,-12.9759694,-38.5129719,tourist_attraction,Comercio  Salvador - BA  40301-110
410,Igreja Nossa Senhora do Carmo de Salvador,-12.9692669,-38.5074573,tourist_attraction,R. do Carmo  1 - Santo Antônio Além do Carmo  Salvador - BA  40301-380
411,Igreja Santo Antonio da Barra,-13.0013105,-38.5321295,tourist_attraction,Praça Santo Antônio da Barra  1 - Barra  Salvador - BA  40130-130
412,Paroquia de SantAna do Rio Vermelho,-13.0126631,-38.4916662,tourist_attraction,R. Guedes Cabral  143 - Rio Vermelho  Salvador - BA  41950-620
413,Igreja de Sao Domingos Gusmao,-12.9735715,-38.5094122,tourist_attraction,Largo Terreiro de Jesus  s/n - Pelourinho  Salvador - BA  40026-010
414,Igreja da Ordem Terceira Secular de Sao Francisco,-12.9744299,-38.5088632,tourist_attraction,Rua da Ordem Terceira  S/N - Pelourinho  Salvador - BA  40026-010
415,Igreja Nossa Senhora da Luz,-13.0051935,-38.456456,tourist_attraction,Praça Nossa Senhora da Luz  s/n - Pituba  Salvador - BA  41830-001
416,Catedral Basilica de Salvador,-12.9728526,-38.5104604,tourist_attraction,Largo Terreiro de Jesus  s/n - Pelourinho  Salvador - BA  40020-210
417,Igreja de Sao Pedro dos Clerigos,-12.9730521,-38.5094956,tourist_attraction,Largo Terreiro de Jesus  s/n - Pelourinho  Salvador - BA  40025-010
418,Igreja e Convento de Nossa Senhora da Piedade,-12.9834581,-38.5145326,tourist_attraction,Praça da Piedade  SN - Barris  Salvador - BA  40060-300
419,Igreja do Santissimo Sacramento do Passo,-12.9695439,-38.5081175,tourist_attraction,R. do Passo  52A - Santo Antônio Além do Carmo  Salvador - BA  40301-408
420,MIni Zoo (animais domesticos),-12.9455445,-38.3401746,zoo,Stella Maris  Salvador - State of Bahia  41600-090  Brazil
421,Salvador Zoo and Botanical Park,-13.0094574,-38.5047836,zoo,Tv. Alto de Ondina  s/n - Ondina  Salvador - BA  40170-110  Brazil
